time, Quad.IMU.AX
1.134997,-0.242579
1.139997,-0.152503
1.144997,0.148628
1.149998,0.272851
1.154998,-0.256561
1.159998,0.458743
1.164998,-0.050789
1.169999,0.049853
1.174999,-1.016086
1.179999,0.387505
1.184999,-1.691871
1.190000,0.228918
1.195000,0.465801
1.200000,0.660959
1.205000,-1.379148
1.210001,-0.672599
1.215001,0.297473
1.220001,-0.206781
1.225001,-0.428980
1.230001,0.433937
1.235002,-0.488171
1.240002,0.072027
1.245002,-0.766212
1.250002,0.054528
1.255003,-0.211707
1.260003,0.582069
1.265003,0.111191
1.270003,1.071398
1.275004,0.292542
1.280004,0.237307
1.285004,-1.082127
1.290004,-0.138869
1.295004,-0.502596
1.300005,-0.603002
1.305005,-0.205058
1.310005,0.399830
1.315005,-0.481715
1.320006,0.038145
1.325006,-0.935214
1.330006,1.484641
1.335006,-0.002160
1.340007,0.060090
1.345007,-0.279795
1.350007,0.675819
1.355007,-0.655671
1.360008,-0.313191
1.365008,-0.187564
1.370008,0.388418
1.375008,-0.282307
1.380008,-0.491787
1.385009,0.590113
1.390009,0.618830
1.395009,-0.776284
1.400009,-0.598709
1.405010,-0.019876
1.410010,0.699100
1.415010,0.247517
1.420010,-0.391428
1.425011,0.134412
1.430011,0.882715
1.435011,0.389487
1.440011,-0.455545
1.445011,-0.564692
1.450012,0.678055
1.455012,-0.001941
1.460012,-0.571329
1.465012,0.094053
1.470013,-0.154232
1.475013,0.039159
1.480013,0.855439
1.485013,1.063791
1.490014,0.788098
1.495014,0.288923
1.500014,-0.396949
1.505014,0.152387
1.510015,-0.112294
1.515015,-0.755443
1.520015,-0.109680
1.525015,0.186755
1.530015,0.273856
1.535016,-0.405542
1.540016,0.139140
1.545016,0.222647
1.550016,0.269445
1.555017,0.206539
1.560017,0.100353
1.565017,0.664076
1.570017,-0.607876
1.575018,0.111082
1.580018,0.150522
1.585018,0.039073
1.590018,-0.296297
1.595019,0.451373
1.600019,0.373340
1.605019,0.233578
1.610019,-0.270324
1.615019,-0.222630
1.620020,-0.497453
1.625020,0.441079
1.630020,0.073570
1.635020,0.454031
1.640021,-0.222302
1.645021,-0.407866
1.650021,-0.170978
1.655021,-0.696126
1.660022,-0.689883
1.665022,0.175922
1.670022,0.427691
1.675022,0.190757
1.680022,1.385224
1.685023,0.475999
1.690023,0.440896
1.695023,0.204418
1.700023,0.066663
1.705024,0.414695
1.710024,1.032731
1.715024,0.405534
1.720024,0.105369
1.725025,-0.177008
1.730025,-0.006571
1.735025,0.577961
1.740025,0.145701
1.745026,-0.590141
1.750026,0.166911
1.755026,-0.239534
1.760026,0.495127
1.765026,-0.395102
1.770027,0.221579
1.775027,0.842127
1.780027,0.293227
1.785027,-0.003000
1.790028,-0.153436
1.795028,0.133600
1.800028,-0.203638
1.805028,0.271158
1.810029,-0.974884
1.815029,-0.840249
1.820029,-0.205636
1.825029,-0.655419
1.830029,-1.249161
1.835030,0.410901
1.840030,0.820003
1.845030,0.154057
1.850030,0.087089
1.855031,0.152606
1.860031,-0.214213
1.865031,-0.698671
1.870031,0.292506
1.875032,-0.779942
1.880032,0.273204
1.885032,0.385872
1.890032,1.280958
1.895033,0.178896
1.900033,-0.308243
1.905033,0.792221
1.910033,-0.007124
1.915033,0.064930
1.920034,1.068019
1.925034,-0.213676
1.930034,-0.657270
1.935034,0.125695
1.940035,0.475970
1.945035,-0.302015
1.950035,-0.475331
1.955035,0.415302
1.960036,-0.564351
1.965036,0.055462
1.970036,-0.653503
1.975036,-1.084887
1.980036,0.403258
1.985037,0.883615
1.990037,-0.995031
1.995037,-0.032104
2.000037,-1.351694
2.005037,0.367933
2.010037,1.118959
2.015036,-1.007565
2.020036,-0.503682
2.025036,-0.857844
2.030035,0.490179
2.035035,-0.005689
2.040035,0.128233
2.045034,0.880284
2.050034,0.474241
2.055033,0.461580
2.060033,-0.225937
2.065033,-0.140557
2.070032,0.033958
2.075032,0.514838
2.080032,-0.285765
2.085031,0.187647
2.090031,-0.717112
2.095031,-0.032854
2.100030,0.328775
2.105030,-0.454711
2.110029,0.432781
2.115029,0.815962
2.120029,0.265695
2.125028,0.490718
2.130028,-1.419811
2.135028,0.239044
2.140027,-0.613234
2.145027,-1.050995
2.150027,0.057821
2.155026,0.292186
2.160026,0.605201
2.165025,0.664363
2.170025,0.020333
2.175025,-0.265293
2.180024,-0.354524
2.185024,0.374883
2.190024,-0.108577
2.195023,-0.155965
2.200023,0.236129
2.205023,-0.290653
2.210022,0.506807
2.215022,0.631449
2.220021,-0.289196
2.225021,0.148891
2.230021,0.335398
2.235020,-0.246847
2.240020,0.845063
2.245020,0.659500
2.250019,0.453358
2.255019,0.410490
2.260019,-0.028246
2.265018,0.447079
2.270018,0.529535
2.275017,0.182042
2.280017,-0.296286
2.285017,-0.058963
2.290016,-0.150219
2.295016,-0.023084
2.300016,0.641349
2.305015,0.079622
2.310015,-0.117680
2.315015,0.185077
2.320014,0.154665
2.325014,-0.177697
2.330014,0.492947
2.335013,-0.233368
2.340013,0.058606
2.345012,0.686692
2.350012,-0.550862
2.355012,-0.297912
2.360011,0.191463
2.365011,0.110416
2.370011,0.540634
2.375010,0.491845
2.380010,-0.242644
2.385010,0.267690
2.390009,-0.853493
2.395009,0.243750
2.400008,-0.264329
2.405008,-0.331492
2.410008,-0.813845
2.415007,-0.477996
2.420007,-1.132842
2.425007,0.171423
2.430006,-0.692453
2.435006,0.682073
2.440006,-0.693930
2.445005,-0.186769
2.450005,0.562974
2.455004,0.836870
2.460004,0.976469
2.465004,-0.299683
2.470003,-0.278925
2.475003,0.479086
2.480003,-0.081482
2.485002,-0.879388
2.490002,0.049468
2.495002,0.702616
2.500001,-0.538163
2.505001,-0.003112
2.510000,0.154088
2.515000,0.238295
2.520000,-0.917728
2.524999,-0.321789
2.529999,-0.529148
2.534999,0.099948
2.539998,-0.884639
2.544998,0.212791
2.549998,0.254434
2.554997,-0.237034
2.559997,0.134790
2.564996,0.479015
2.569996,-0.625042
2.574996,-0.332755
2.579995,-0.319233
2.584995,0.555306
2.589995,-0.532132
2.594994,-0.549159
2.599994,0.086255
2.604994,0.464219
2.609993,-0.630600
2.614993,0.472339
2.619992,0.582703
2.624992,-0.008967
2.629992,-0.311238
2.634991,0.341743
2.639991,-0.540022
2.644991,-0.166547
2.649990,0.107547
2.654990,-0.852975
2.659990,0.144540
2.664989,0.907544
2.669989,-0.100473
2.674989,-0.062449
2.679988,0.109086
2.684988,0.155120
2.689987,0.082276
2.694987,-1.019751
2.699987,0.251922
2.704986,-0.189693
2.709986,-0.192811
2.714986,0.461515
2.719985,-0.172859
2.724985,0.566346
2.729985,-0.130629
2.734984,0.411960
2.739984,0.240200
2.744983,-0.724191
2.749983,-0.078444
2.754983,0.327205
2.759982,0.131957
2.764982,-0.061258
2.769982,-0.106572
2.774981,-0.910985
2.779981,0.123012
2.784981,0.767675
2.789980,-0.494896
2.794980,1.352824
2.799979,-0.805096
2.804979,-0.903187
2.809979,-0.284879
2.814978,-0.011388
2.819978,-0.323182
2.824978,-0.578594
2.829977,0.668592
2.834977,-1.162821
2.839977,-0.388797
2.844976,0.298296
2.849976,-0.242350
2.854975,-0.389073
2.859975,-0.194181
2.864975,-0.515273
2.869974,-0.294686
2.874974,0.246370
2.879974,0.684342
2.884973,-0.710529
2.889973,0.659389
2.894973,0.178490
2.899972,-0.404096
2.904972,-0.672847
2.909971,1.052549
2.914971,0.424246
2.919971,0.642089
2.924970,-0.344527
2.929970,0.369685
2.934970,-0.323684
2.939969,0.239143
2.944969,-0.210275
2.949969,-0.112622
2.954968,-0.144455
2.959968,0.701188
2.964967,0.037618
2.969967,0.185220
2.974967,-0.711539
2.979966,0.978474
2.984966,-0.431224
2.989966,-0.326279
2.994965,-0.502804
2.999965,-0.381453
3.004965,-0.801898
3.009964,0.137567
3.014964,-0.369338
3.019964,0.380254
3.024963,-0.684667
3.029963,-0.369359
3.034962,0.413171
3.039962,0.742122
3.044962,0.245952
3.049961,0.207737
3.054961,0.566521
3.059961,-0.882346
3.064960,1.027954
3.069960,0.770577
3.074960,0.437985
3.079959,-0.089207
3.084959,0.377164
3.089958,-0.278391
3.094958,-0.093917
3.099958,-0.460245
3.104957,-0.194866
3.109957,-0.404738
3.114957,0.029764
3.119956,-0.265057
3.124956,0.019185
3.129956,-0.514636
3.134955,-0.915968
3.139955,0.366889
3.144954,0.394132
3.149954,-0.781658
3.154954,-0.419696
3.159953,0.021652
3.164953,0.415242
3.169953,0.612819
3.174952,0.301267
3.179952,0.432945
3.184952,0.039351
3.189951,0.066118
3.194951,-0.283141
3.199950,-0.440591
3.204950,0.281622
3.209950,0.506960
3.214949,0.011713
3.219949,-0.263481
3.224949,-0.401991
3.229948,0.205073
3.234948,-0.543377
3.239948,0.010969
3.244947,-0.581154
3.249947,-0.841898
3.254946,-0.508515
3.259946,0.516050
3.264946,-0.013534
3.269945,-0.284209
3.274945,0.776519
3.279945,-0.021592
3.284944,0.471212
3.289944,-0.780188
3.294944,0.590576
3.299943,0.761384
3.304943,0.229745
3.309942,0.099103
3.314942,-0.740983
3.319942,0.678380
3.324941,-0.318184
3.329941,-0.739042
3.334941,0.302378
3.339940,-0.325163
3.344940,0.039096
3.349940,0.735395
3.354939,0.285597
3.359939,0.140635
3.364938,0.411431
3.369938,0.882051
3.374938,0.444288
3.379937,0.195816
3.384937,0.302295
3.389937,-0.070505
3.394936,-0.527229
3.399936,-0.588117
3.404936,0.400636
3.409935,-0.452883
3.414935,-0.678712
3.419935,-0.049975
3.424934,-0.226018
3.429934,-0.631911
3.434933,-0.752539
3.439933,-0.030051
3.444933,0.079256
3.449932,0.032359
3.454932,0.227946
3.459932,-0.202720
3.464931,0.110273
3.469931,0.254939
3.474931,0.299396
3.479930,0.083220
3.484930,0.158880
3.489929,-0.292364
3.494929,-0.697594
3.499929,0.151883
3.504928,0.111510
3.509928,1.126738
3.514928,-0.194995
3.519927,0.832624
3.524927,0.759918
3.529927,0.387049
3.534926,0.010104
3.539926,-0.965577
3.544925,0.534133
3.549925,0.332920
3.554925,0.468123
3.559924,0.921636
3.564924,-0.564506
3.569924,0.811094
3.574923,-0.252298
3.579923,0.121933
3.584923,-0.102674
3.589922,-0.131135
3.594922,0.491550
3.599921,0.601760
3.604921,-0.974082
3.609921,0.100706
3.614920,0.662750
3.619920,-0.252955
3.624920,0.061195
3.629919,-0.056194
3.634919,-0.033822
3.639919,-0.232332
3.644918,-0.070982
3.649918,0.170004
3.654917,0.162128
3.659917,0.192594
3.664917,0.169351
3.669916,0.155788
3.674916,0.213872
3.679916,-0.435811
3.684915,-0.226769
3.689915,0.286802
3.694915,0.041916
3.699914,0.864819
3.704914,0.373076
3.709913,-0.474956
3.714913,-0.432549
3.719913,-0.300691
3.724912,-0.386054
3.729912,-0.498917
3.734912,-0.526771
3.739911,0.125648
3.744911,0.316868
3.749911,0.188041
3.754910,-0.918139
3.759910,-0.912307
3.764910,0.597888
3.769909,-0.127853
3.774909,-0.075604
3.779908,0.068569
3.784908,-0.153022
3.789908,0.111053
3.794907,0.410499
3.799907,0.255304
3.804907,0.248239
3.809906,0.277774
3.814906,0.240098
3.819906,0.422042
3.824905,0.630481
3.829905,-0.305024
3.834904,0.610668
3.839904,0.519469
3.844904,0.500601
3.849903,0.583670
3.854903,0.277993
3.859903,-0.283741
3.864902,-0.030989
3.869902,0.594119
3.874902,0.093638
3.879901,0.913116
3.884901,0.942790
3.889900,0.171928
3.894900,-0.023282
3.899900,0.253471
3.904899,0.423891
3.909899,0.108932
3.914899,0.324262
3.919898,-0.125220
3.924898,-0.612954
3.929898,0.635390
3.934897,-0.882303
3.939897,0.001062
3.944896,-0.376184
3.949896,-0.208533
3.954896,0.133221
3.959895,0.092790
3.964895,0.045702
3.969895,-0.372134
3.974894,-0.493092
3.979894,0.607250
3.984894,0.182111
3.989893,-0.159740
3.994893,0.115998
3.999892,-0.275308
4.004892,-0.463314
4.009892,0.166436
4.014892,-1.003392
4.019891,1.056548
4.024891,0.122863
4.029891,-0.038740
4.034890,-0.797622
4.039890,-0.380400
4.044889,0.402040
4.049889,0.724839
4.054889,-0.357562
4.059888,0.060910
4.064888,-0.065755
4.069888,0.823577
4.074887,0.638989
4.079887,0.016757
4.084887,0.413702
4.089886,-0.728327
4.094886,-0.891966
4.099885,-0.348517
4.104885,-0.275528
4.109885,-0.237987
4.114884,-0.216602
4.119884,-0.705395
4.124884,0.071297
4.129883,-0.479057
4.134883,0.245894
4.139883,-0.905581
4.144882,-0.311639
4.149882,-0.108833
4.154881,-0.497338
4.159881,-0.368764
4.164881,-0.115619
4.169880,0.499949
4.174880,0.514320
4.179880,0.344597
4.184879,0.837402
4.189879,0.323593
4.194879,0.521395
4.199878,-0.772939
4.204878,0.311711
4.209877,0.188992
4.214877,0.187301
4.219877,0.002815
4.224876,-1.002012
0.005000,0.000015,0.000018,-0.000025,-0.000033,0.000000,0.000000
0.010000,0.000055,0.000050,-0.000310,-0.000251,0.000002,0.000002
0.015000,0.000106,0.000110,-0.001403,-0.001577,0.000003,0.000004
0.020000,0.000123,0.000125,-0.004084,-0.003709,0.000001,0.000002
0.025000,0.000033,0.000018,-0.009178,-0.009839,-0.000009,-0.000010
0.030000,-0.000151,-0.000129,-0.017644,-0.016602,-0.000021,-0.000020
0.035000,-0.000431,-0.000467,-0.030239,-0.031723,-0.000031,-0.000036
0.040000,-0.000774,-0.000744,-0.047441,-0.045480,-0.000034,-0.000047
0.045000,-0.001094,-0.001127,-0.069604,-0.072083,-0.000024,-0.000059
0.050000,-0.001403,-0.001371,-0.096912,-0.093938,0.000007,-0.000062
0.055000,-0.001712,-0.001734,-0.129062,-0.132511,0.000059,-0.000060
0.060000,-0.002014,-0.001968,-0.165176,-0.161428,0.000134,-0.000054
0.065000,-0.002237,-0.002214,-0.204018,-0.208025,0.000229,-0.000043
0.070000,-0.002335,-0.002271,-0.244174,-0.240179,0.000340,-0.000029
0.075000,-0.002368,-0.002272,-0.284267,-0.288281,0.000468,0.000005
0.080000,-0.002411,-0.002271,-0.323038,-0.319323,0.000604,0.000035
0.085000,-0.002513,-0.002338,-0.359513,-0.363098,0.000743,0.000085
0.090000,-0.002648,-0.002405,-0.393066,-0.389952,0.000884,0.000120
0.095000,-0.002786,-0.002505,-0.423462,-0.426440,0.001024,0.000175
0.100000,-0.002927,-0.002571,-0.450584,-0.448147,0.001163,0.000214
0.105000,-0.003040,-0.002634,-0.474509,-0.476878,0.001298,0.000274
0.110000,-0.003120,-0.002650,-0.495503,-0.493679,0.001430,0.000316
0.115000,-0.003177,-0.002647,-0.513894,-0.515768,0.001555,0.000377
0.120000,-0.003245,-0.002657,-0.530026,-0.528678,0.001667,0.000414
0.125000,-0.003364,-0.002735,-0.544334,-0.545871,0.001766,0.000459
0.130000,-0.003485,-0.002795,-0.557259,-0.556215,0.001857,0.000485
0.135000,-0.003575,-0.002848,-0.569194,-0.570556,0.001942,0.000521
0.140000,-0.003596,-0.002830,-0.580397,-0.579533,0.002018,0.000540
0.145000,-0.003573,-0.002757,-0.590619,-0.591802,0.002086,0.000564
0.150000,-0.003460,-0.002642,-0.599009,-0.598545,0.002139,0.000576
0.155000,-0.003284,-0.002407,-0.604351,-0.604951,0.002174,0.000588
0.160000,-0.003040,-0.002206,-0.605426,-0.605838,0.002186,0.000593
0.165000,-0.002744,-0.001857,-0.601148,-0.600707,0.002176,0.000598
0.170000,-0.002418,-0.001606,-0.590687,-0.592359,0.002152,0.000603
0.175000,-0.002106,-0.001256,-0.573394,-0.571615,0.002116,0.000614
0.180000,-0.001853,-0.001075,-0.548821,-0.551971,0.002070,0.000622
0.185000,-0.001654,-0.000867,-0.516706,-0.513448,0.002018,0.000636
0.190000,-0.001439,-0.000716,-0.476976,-0.481672,0.001964,0.000646
0.195000,-0.001174,-0.000428,-0.429756,-0.425028,0.001911,0.000663
0.200000,-0.000880,-0.000206,-0.375284,-0.381453,0.001866,0.000675
0.205000,-0.000593,0.000126,-0.314091,-0.308056,0.001835,0.000694
0.210000,-0.000331,0.000332,-0.247428,-0.254702,0.001821,0.000708
0.215000,-0.000098,0.000609,-0.177239,-0.170524,0.001823,0.000727
0.220000,0.000041,0.000720,-0.105789,-0.113337,0.001831,0.000735
0.225000,0.000107,0.000798,-0.035174,-0.028628,0.001840,0.000738
0.230000,0.000092,0.000785,0.032927,0.025872,0.001845,0.000736
0.235000,0.000065,0.000751,0.097253,0.103046,0.001848,0.000734
0.240000,0.000033,0.000725,0.156855,0.150740,0.001851,0.000734
0.245000,-0.000001,0.000684,0.211234,0.215998,0.001854,0.000737
0.250000,-0.000005,0.000679,0.260162,0.255148,0.001858,0.000740
0.255000,0.000078,0.000776,0.303582,0.307267,0.001864,0.000746
0.260000,0.000241,0.000904,0.341560,0.337656,0.001877,0.000752
0.265000,0.000481,0.001182,0.374265,0.376922,0.001899,0.000762
0.270000,0.000758,0.001397,0.402084,0.399176,0.001925,0.000767
0.275000,0.001037,0.001721,0.425634,0.427465,0.001953,0.000773
0.280000,0.001350,0.001963,0.445692,0.443509,0.001983,0.000775
0.285000,0.001629,0.002279,0.463071,0.464392,0.002016,0.000780
0.290000,0.001827,0.002428,0.478548,0.476773,0.002049,0.000782
0.295000,0.001909,0.002508,0.492794,0.493891,0.002082,0.000785
0.300000,0.001896,0.002483,0.506266,0.504672,0.002114,0.000787
0.305000,0.001915,0.002490,0.519326,0.520363,0.002140,0.000784
0.310000,0.002001,0.002551,0.532188,0.530662,0.002161,0.000779
0.314999,0.002138,0.002705,0.544929,0.545967,0.002177,0.000764
0.319999,0.002323,0.002847,0.557575,0.556095,0.002194,0.000753
0.324999,0.002548,0.003105,0.570123,0.571167,0.002211,0.000734
0.329999,0.002812,0.003307,0.582456,0.581048,0.002233,0.000723
0.334999,0.003074,0.003604,0.594313,0.595285,0.002258,0.000705
0.339999,0.003291,0.003767,0.605288,0.604083,0.002283,0.000694
0.344999,0.003434,0.003924,0.614892,0.615613,0.002306,0.000678
0.349999,0.003488,0.003957,0.622644,0.621832,0.002324,0.000668
0.354999,0.003502,0.003970,0.628084,0.628369,0.002330,0.000651
0.359999,0.003491,0.003967,0.630884,0.630620,0.002321,0.000637
0.364999,0.003404,0.003879,0.630900,0.630654,0.002297,0.000615
0.369999,0.003241,0.003765,0.628050,0.628384,0.002259,0.000597
0.374999,0.003120,0.003655,0.622318,0.621525,0.002210,0.000571
0.379999,0.003116,0.003680,0.613927,0.614818,0.002148,0.000551
0.384999,0.003234,0.003870,0.603136,0.601888,0.002076,0.000522
0.389999,0.003398,0.004036,0.590281,0.591607,0.002000,0.000506
0.394998,0.003545,0.004262,0.575809,0.574261,0.001923,0.000488
0.399998,0.003643,0.004374,0.560110,0.561705,0.001844,0.000481
0.404998,0.003725,0.004522,0.543534,0.541834,0.001768,0.000475
0.409998,0.003767,0.004586,0.526358,0.528098,0.001689,0.000473
0.414998,0.003782,0.004651,0.508904,0.507171,0.001609,0.000468
0.419998,0.003768,0.004674,0.491400,0.493175,0.001526,0.000463
0.424998,0.003664,0.004596,0.474074,0.472402,0.001445,0.000454
0.429998,0.003501,0.004493,0.457086,0.458821,0.001370,0.000449
0.434998,0.003330,0.004323,0.440501,0.438934,0.001303,0.000445
0.439998,0.003148,0.004199,0.424235,0.425934,0.001245,0.000445
0.444998,0.002902,0.003927,0.408181,0.406683,0.001196,0.000449
0.449998,0.002601,0.003698,0.392201,0.393912,0.001156,0.000455
0.454998,0.002318,0.003374,0.376203,0.374729,0.001123,0.000466
0.459998,0.002079,0.003190,0.360124,0.361876,0.001096,0.000474
0.464998,0.001909,0.002995,0.343938,0.342469,0.001073,0.000487
0.469997,0.001819,0.002929,0.327664,0.329459,0.001051,0.000494
0.474997,0.001779,0.002892,0.311334,0.309878,0.001029,0.000504
0.479997,0.001773,0.002893,0.294962,0.296790,0.001006,0.000510
0.484997,0.001733,0.002853,0.278557,0.277119,0.000979,0.000514
0.489997,0.001624,0.002771,0.262111,0.263972,0.000953,0.000516
0.494997,0.001451,0.002571,0.245583,0.244152,0.000926,0.000516
0.499997,0.001229,0.002396,0.229007,0.230897,0.000904,0.000516
0.504997,0.001026,0.002160,0.212538,0.211150,0.000885,0.000517
0.509997,0.000912,0.002069,0.196316,0.198177,0.000871,0.000518
0.514997,0.000890,0.002045,0.180463,0.179166,0.000859,0.000521
0.519997,0.000937,0.002083,0.165082,0.166868,0.000850,0.000525
0.524997,0.001071,0.002245,0.150186,0.149001,0.000846,0.000538
0.529997,0.001269,0.002407,0.135732,0.137445,0.000842,0.000548
0.534997,0.001506,0.002694,0.121695,0.120608,0.000835,0.000563
0.539997,0.001830,0.002957,0.108105,0.109743,0.000823,0.000572
0.544997,0.002169,0.003366,0.094896,0.093897,0.000804,0.000581
0.549996,0.002533,0.003660,0.081997,0.083581,0.000777,0.000584
0.554996,0.002894,0.004095,0.069418,0.068489,0.000747,0.000589
0.559996,0.003191,0.004334,0.057091,0.058632,0.000719,0.000596
0.564996,0.003396,0.004581,0.045009,0.044136,0.000694,0.000614
0.569996,0.003499,0.004665,0.033194,0.034685,0.000675,0.000632
0.574996,0.003474,0.004632,0.021690,0.020882,0.000665,0.000667
0.579996,0.003253,0.004455,0.010540,0.011964,0.000659,0.000693
0.584996,0.002871,0.003997,-0.000223,-0.000950,0.000661,0.000735
0.589996,0.002384,0.003606,-0.010544,-0.009207,0.000673,0.000766
0.594996,0.001807,0.002914,-0.020422,-0.021060,0.000694,0.000817
0.599996,0.001151,0.002388,-0.029819,-0.028576,0.000725,0.000853
0.604996,0.000495,0.001602,-0.038745,-0.039289,0.000763,0.000907
0.609996,-0.000160,0.001079,-0.047196,-0.046051,0.000807,0.000943
0.614996,-0.000799,0.000317,-0.055227,-0.055692,0.000851,0.000992
0.619996,-0.001385,-0.000153,-0.062900,-0.061831,0.000896,0.001021
0.624996,-0.001877,-0.000740,-0.070247,-0.070651,0.000942,0.001062
0.629995,-0.002256,-0.001041,-0.077249,-0.076255,0.000985,0.001084
0.634995,-0.002530,-0.001365,-0.083914,-0.084257,0.001027,0.001115
0.639995,-0.002690,-0.001490,-0.090229,-0.089314,0.001071,0.001137
0.644995,-0.002760,-0.001568,-0.096130,-0.096400,0.001118,0.001174
0.649995,-0.002737,-0.001545,-0.101605,-0.100784,0.001166,0.001200
0.654995,-0.002614,-0.001391,-0.106646,-0.106841,0.001211,0.001237
0.659995,-0.002373,-0.001193,-0.111272,-0.110546,0.001247,0.001256
0.664995,-0.002092,-0.000853,-0.115484,-0.115607,0.001270,0.001273
0.669995,-0.001832,-0.000644,-0.119290,-0.118655,0.001283,0.001277
0.674995,-0.001619,-0.000388,-0.122676,-0.122724,0.001290,0.001278
0.679995,-0.001475,-0.000273,-0.125584,-0.125055,0.001294,0.001278
0.684995,-0.001397,-0.000179,-0.128024,-0.127989,0.001299,0.001279
0.689995,-0.001374,-0.000160,-0.129954,-0.129537,0.001303,0.001281
